OTU.ID	description	Julianne-331-CEC_S246_L001_R1_001_F_filt-fastq-gz	Julianne-331-JEJ_S219_L001_R1_001_F_filt-fastq-gz	Julianne-337-CEC_S242_L001_R1_001_F_filt-fastq-gz	Julianne-337-COL_S269_L001_R1_001_F_filt-fastq-gz	Julianne-351-CEC_S244_L001_R1_001_F_filt-fastq-gz	Julianne-351-COL_S271_L001_R1_001_F_filt-fastq-gz	Julianne-536-COL_S265_L001_R1_001_F_filt-fastq-gz	Julianne-536-JEJ_S211_L001_R1_001_F_filt-fastq-gz	Julianne-540-COL_S267_L001_R1_001_F_filt-fastq-gz	Julianne-542-CEC_S232_L001_R1_001_F_filt-fastq-gz	Julianne-542-COL_S259_L001_R1_001_F_filt-fastq-gz	Julianne-542-JEJ_S205_L001_R1_001_F_filt-fastq-gz	Julianne-544-COL_S255_L001_R1_001_F_filt-fastq-gz	Julianne-547-CEC_S233_L001_R1_001_F_filt-fastq-gz	Julianne-547-COL_S260_L001_R1_001_F_filt-fastq-gz	Julianne-547-JEJ_S206_L001_R1_001_F_filt-fastq-gz	Julianne-579-CEC_S234_L001_R1_001_F_filt-fastq-gz	Julianne-579-JEJ_S207_L001_R1_001_F_filt-fastq-gz	Julianne-582-CEC_S243_L001_R1_001_F_filt-fastq-gz	Julianne-582-COL_S270_L001_R1_001_F_filt-fastq-gz	Julianne-604-CEC_S235_L001_R1_001_F_filt-fastq-gz	Julianne-604-JEJ_S208_L001_R1_001_F_filt-fastq-gz	Julianne-661-COL_S266_L001_R1_001_F_filt-fastq-gz	Julianne-661-JEJ_S212_L001_R1_001_F_filt-fastq-gz	Julianne-663-CEC_S241_L001_R1_001_F_filt-fastq-gz	Julianne-663-COL_S268_L001_R1_001_F_filt-fastq-gz	Julianne-665-JEJ_S210_L001_R1_001_F_filt-fastq-gz	Julianne-667-CEC_S236_L001_R1_001_F_filt-fastq-gz	Julianne-667-JEJ_S209_L001_R1_001_F_filt-fastq-gz	Julianne-716-CEC_S231_L001_R1_001_F_filt-fastq-gz	Julianne-716-COL_S258_L001_R1_001_F_filt-fastq-gz	Julianne-717-CEC_S230_L001_R1_001_F_filt-fastq-gz	Julianne-717-COL_S257_L001_R1_001_F_filt-fastq-gz	Julianne-719-CEC_S245_L001_R1_001_F_filt-fastq-gz	Julianne-719-COL_S272_L001_R1_001_F_filt-fastq-gz	Julianne-719-JEJ_S218_L001_R1_001_F_filt-fastq-gz	Julianne-791-CEC_S229_L001_R1_001_F_filt-fastq-gz	Julianne-791-COL_S256_L001_R1_001_F_filt-fastq-gz	Julianne-835-JEJ_S198_L001_R1_001_F_filt-fastq-gz	Julianne-838-CEC_S281_L001_R1_001_F_filt-fastq-gz	Julianne-838-JEJ_S277_L001_R1_001_F_filt-fastq-gz	Julianne-841-CEC_S278_L001_R1_001_F_filt-fastq-gz	Julianne-841-COL_S282_L001_R1_001_F_filt-fastq-gz	Julianne-847-CEC_S279_L001_R1_001_F_filt-fastq-gz	Julianne-847-COL_S283_L001_R1_001_F_filt-fastq-gz	Julianne-853-CEC_S280_L001_R1_001_F_filt-fastq-gz	Julianne-853-COL_S284_L001_R1_001_F_filt-fastq-gz	Julianne-856-COL_S254_L001_R1_001_F_filt-fastq-gz	Julianne-856-JEJ_S200_L001_R1_001_F_filt-fastq-gz	Julianne-882-COL_S253_L001_R1_001_F_filt-fastq-gz	Julianne-882-JEJ_S199_L001_R1_001_F_filt-fastq-gz	Julianne-891-CEC_S220_L001_R1_001_F_filt-fastq-gz	Julianne-891-COL_S247_L001_R1_001_F_filt-fastq-gz	Julianne-891-JEJ_S193_L001_R1_001_F_filt-fastq-gz	Julianne-899-CEC_S221_L001_R1_001_F_filt-fastq-gz	Julianne-899-COL_S248_L001_R1_001_F_filt-fastq-gz	Julianne-899-JEJ_S194_L001_R1_001_F_filt-fastq-gz	Julianne-923-CEC_S223_L001_R1_001_F_filt-fastq-gz	Julianne-923-JEJ_S196_L001_R1_001_F_filt-fastq-gz	Julianne-924-CEC_S224_L001_R1_001_F_filt-fastq-gz	Julianne-924-JEJ_S197_L001_R1_001_F_filt-fastq-gz	Julianne-962-CEC_S222_L001_R1_001_F_filt-fastq-gz	Julianne-962-JEJ_S195_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-337-JEJ_S134_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-351-JEJ_S150_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-536-CEC_S103_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-CEC_S119_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-JEJ_S118_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-CEC_S179_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-JEJ_S178_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-579-COL_S159_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-582-JEJ_S142_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-604-COL_S166_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-661-CEC_S111_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-663-JEJ_S126_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-665-COL_S180_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-667-COL_S173_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-716-JEJ_S110_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-717-JEJ_S102_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-CEC_S158_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-COL_S151_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-838-COL_S128_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-CEC_S109_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-COL_S141_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-JEJ_S177_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-841-JEJ_S104_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-CEC_S117_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-COL_S133_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-847-JEJ_S112_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-853-JEJ_S120_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-856-CEC_S172_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-CEC_S171_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-COL_S149_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-COL_S157_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-882-CEC_S165_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-923-COL_S135_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-924-COL_S143_L001_R1_001_F_filt-fastq-gz	taxonomy
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	22491.6211824356	20757.6800903912	10169.7444678098	15126.5170823617	9811.81872802148	8020.74053103097	13906.927233146	16546.2201043183	8315.15400978202	12014.524581076	8083.50089016921	24481.253927152	12217.5865416338	15474.5627478093	12829.4490168914	18307.8584177949	21586.4333973136	17955.0745888944	10503.5267019842	18124.2212818708	5027.6313437117	17000.9137663557	11116.0082542137	19450.6287447427	9484.03959058078	14360.4203140642	28828.0355878389	8709.65601571172	19492.954182276	12319.4649649029	9985.60265977013	9265.57202937659	10193.7295306173	11887.6496481231	8338.69841011872	7895.76772929465	9172.36977957082	14787.2616527972	12330.3638883806	13456.3022173836	10978.6752893024	10588.5661485116	12233.3701625847	15503.511394717	14647.8760016756	13175.4116365078	10585.4133969377	10480.7847324712	25465.9440930785	11523.9993709583	25931.1204563284	10039.0663677446	8202.95880812792	27231.5866291928	14757.1560798455	9547.68348161904	47817.6679303195	10923.3821530787	14934.1648042842	8906.22156871416	21113.0755390002	13753.7003614716	34470.4169810241	18444.0597554887	16028.3457511403	11853.7662022775	5944.56093268728	8838.78959094982	9119.93744690575	11359.7565041946	6740.7737682953	21471.8135548474	8370.87990773418	7008.98435126765	23827.0807194402	20739.9283263671	6463.17382026011	13388.0967110552	16410.3987847912	7201.47442191518	6870.99668662154	8996.16613530773	6772.32800061848	8831.7513188838	14748.1190771511	13713.2380705933	9847.78045015842	8491.63911677676	15211.6213371402	17793.0830983788	5876.37218912604	9817.10028330421	7569.97565710288	23371.6704260603	12396.0883374452	9946.08377905207	26650.8701845108	9976.22866085175	9385.15652437573	8824.01230283556	
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	11549.9381820919	3920.15703311512	7853.55576333222	9282.6251987732	5744.82767506087	2448.52582539585	6785.50067160986	9136.42427554661	4034.26507829126	5444.30287749	3164.60391581894	537.853719636153	4905.82584440356	5910.7439162528	3416.00835628216	1037.37993297876	10917.7555340634	1760.27705895218	5069.25671559044	6320.88213571985	3160.95105191391	3222.55614978721	3665.85817860012	3094.58738719347	5308.27969536417	4948.39355554956	1671.30666834364	4788.97287595539	2325.70356464331	7335.99701597678	5286.81935869485	5595.32918583232	4918.74924083401	7685.44588826006	3291.94400690125	1667.20957203876	5572.53098310686	8198.08817234183	1776.22432905106	5377.48853883583	1470.67665702645	4789.65327103457	5365.25142369508	11021.7118435089	10483.4609778471	5982.48241893003	4733.28014711602	7301.28737965405	2575.79301725596	3909.16534341186	1109.7055070851	5314.53375446354	4334.61333236432	4688.89927467424	6507.03188404196	4159.05159865964	2905.4635960898	5753.33352514622	2127.45478020619	6139.2709934784	4040.06265888065	8644.01538076798	431.229130434783	3275.19490974955	3412.66605076051	5902.53721980846	3010.88259998764	2867.90271207567	4532.53604478736	1582.02844282573	2062.47007591833	6269.8171159886	3483.64552612702	3083.35452054735	3948.83757456668	10954.3317480767	2658.77942731143	2427.41196624147	2439.18977835974	1922.72759616708	2846.7694784043	2944.62765965948	3109.55010842425	3835.15832322984	2664.97098761047	3434.03648482999	3483.62779855643	3033.78899583164	2355.66856974598	1947.42483947113	3555.78411139144	4600.49686102911	3349.21376214683	1936.50912660304	7521.04071659504	3880.09626345394	64.86953276891	5506.79667285975	4455.40586325091	4685.51644876361	
PWY-6151	S-adenosyl-L-methionine cycle I	14527.1917837683	7065.88241536281	10313.3112493549	11502.8097666654	7081.13171509892	5618.63612299321	9408.62640133207	13314.1442637469	5713.68164280782	8492.06977684263	5757.0942388182	13500.8700220957	9441.8959996396	11591.6728771483	8846.94844322867	7887.14853431383	14306.4794428169	14331.1426567287	7137.00688568126	12838.3473675681	3764.90494036994	10430.942411001	7570.27227617173	9791.6364792776	7118.59781284568	11147.3383775362	23444.4396583358	5311.77354221188	11820.8687861477	8211.59896381574	6864.98414456487	7151.24017603981	7489.46083335746	8244.20105247022	5977.79472302155	5489.32205121252	7212.78391218904	11094.4885658693	5996.9190046553	8263.03627350525	6005.19773162925	7058.73852877766	8121.4722732625	6171.14395382635	5953.90087335591	10067.0420008894	8127.58096107409	10131.0709825944	12080.3104888093	8761.46463312382	21829.6915789613	6972.42881872	5880.03249085808	17931.9262352259	10374.2063385487	6707.04671060742	32972.404621282	6852.6868457073	7516.90818110213	7511.97060655748	12193.017867283	11150.7911208907	22663.3503905087	13963.404160386	9845.0351665143	8033.63422702788	4348.16550546764	5808.45633885601	7145.00756473554	7367.19355217533	4908.05761619769	13003.6723768207	5757.13725807657	4933.73391514021	18830.624480873	14559.2534015455	4467.7722425295	6836.59974992133	9780.68245553163	4539.82326265417	4407.00751051934	5632.21408779368	4486.46852330656	5335.65006881666	10917.2700912205	9158.82880119494	6198.10638931715	5452.75356412349	10412.8852297124	14467.6013106577	4989.87157974484	7194.43598677375	5761.06360656546	17811.428620658	11240.3628207052	5849.72596586793	12312.6098505515	7262.07266063577	6404.96077331796	6270.98748544014	
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	17330.0651005245	5690.76378219827	12637.8559632834	11687.8384618505	8120.18505987506	2894.8051190874	9664.23598323473	9265.14028308912	5462.5489921634	7734.46034699842	4301.32982769041	679.926229167238	6388.37597537769	14830.5558944634	6034.15799742951	2503.15066279677	16846.6268433576	2725.32172471715	6841.58014118303	8332.69741990592	4704.45482526939	6039.72170580454	5984.60189024112	4558.08275323696	7226.29107594681	7311.41422058021	2055.95446980314	6537.37514786031	2696.91140218805	9623.13842892446	5780.42323403545	8099.92909944399	7216.72543275654	9483.3355864045	4038.38386625408	1989.13408447214	7895.90183482158	10768.9681793976	2422.82213555373	7820.71834352081	1519.50629763172	7840.10197211488	9030.71068852107	12062.5401464613	10878.1326297056	8999.13408769816	6911.89060902506	11894.3281466754	2864.27823744545	5387.10260147661	1366.49494920558	6826.49388752711	5363.53590051569	2903.81031684939	9988.47028515078	5792.26226391168	11194.3953543535	8346.51321659599	2106.68374924575	9267.33217896134	2320.97069879621	15030.8175196886	242.423335963206	4188.50433225175	4067.4909925534	10150.7408585522	5094.83057313376	3563.52239523108	8680.83458339476	2175.66247600796	2425.9667933566	7710.32255352937	4312.11198567509	5661.34468508807	5551.85067642669	14760.5315076008	3157.1363967776	3171.27548291001	3140.39390324986	3024.16263840276	4716.34479658444	4822.73717771518	5323.44495972589	6772.80736448072	4967.22350196406	4250.58900494118	6037.15732715494	4928.1343434346	3139.03724850811	12698.0882229296	5534.05289571849	6843.70261126114	4494.42311676548	3782.59277815789	13278.082217067	5434.13431453671	114.725454004528	8055.27512625696	6176.64802350444	6348.6082135997	
PWY-6165	chorismate biosynthesis II (archaea)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2053044457785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.48984202080955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
PWY-6182	superpathway of salicylate degradation	0.0	0.0	0.0	4.30769230769231	0.0	0.0	0.0	2.32260159515906	0.0	0.0	0.0	5.09090909090909	0.0	0.0	0.0	0.0	6.13427561837456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61909132629647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.9028084893579	0.0	0.0	0.0	11.2928852029681	0.0	10.6205479408405	0.0	0.0	0.0	0.0	9.82456140350877	0.0	0.0	0.0	0.0	0.617647058823529	0.0	0.0	0.0	1.0	0.0	2.74038461538462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744549964564139	0.0	0.0	0.0	0.0	
PWY-6185	4-methylcatechol degradation (ortho cleavage)	0.0	0.0	0.0	4.44444444444444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.66210045662101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.3959040115089	0.0	0.0	0.0	10.2895322939866	0.0	8.13464120810659	0.0	0.0	0.0	0.0	9.75609756097561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32084690553746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
PWY-621	sucrose degradation III (sucrose invertase)	22429.7349839517	13388.4299068738	14042.7168333481	13198.5448766394	10512.8464716555	7754.34724960721	12699.0222872868	16656.6678670732	5523.84688329245	11597.6111722976	8174.87557360018	15831.4362962648	12203.719240138	16748.6701431933	11132.3534774698	11202.2024786478	20668.6745871176	19321.4299080426	10315.5450303109	17635.3350488536	5421.43441303791	11297.3481434665	8199.62868373591	14379.2449111188	10291.0120291339	15804.1102986721	32048.166919984	8786.93050722259	14667.7024361127	11179.2544014872	7805.34618548471	9629.94003941244	10177.0134038645	11628.8630853906	7994.90246217733	7568.44560326884	10425.3567339208	15226.7886790158	7332.00085468769	11442.4797868138	7511.10077655035	8645.03040373592	9637.88951158737	14489.6482984385	14413.2972223854	12852.3781777675	10167.6247031727	15046.0697236421	21907.1877237942	12161.9422672513	29404.3829603886	8036.18634799617	6458.68122824494	17363.8618402952	11234.0205067735	6521.18622494797	28467.5006623942	9635.92587272442	10167.1518406692	10516.2369525939	13439.723454298	14313.3299640504	34034.9172156809	18274.6660437687	13331.2069961528	11451.7707983758	6013.88005311225	5563.5685228964	10450.4563793804	10853.5224705319	6675.07036548225	17749.0835928136	7208.20835161351	6782.04639706803	25785.4920876095	20924.264885596	5673.34306386269	8534.65122312312	13040.7533614702	5187.21996013428	5903.16237643008	7243.89335514915	5267.49648214771	6151.63692594929	13893.5655992849	12165.6376487843	8352.98013626302	6614.87827917699	14993.4143061072	8718.31385178247	7233.05832590208	10659.7591949813	8265.56840691357	24451.2085725274	16782.3744320303	8835.70262326404	18558.4492948946	10382.3821644589	8190.66623247201	8016.51587767021	
PWY-6263	superpathway of menaquinol-8 biosynthesis II	2110.58031345363	2695.07339808482	568.616826340885	529.23501516868	683.055583090563	175.237421277579	965.573741795181	0.0	210.516386152311	566.937729805546	203.157129030358	90.7964795292583	663.231822796102	1257.48672828779	536.142620603823	686.121849778165	1632.4649987484	191.468796697827	540.734223590109	441.266118095358	372.355142942452	2083.47413973236	229.504203906832	1028.98804153035	521.888912896714	587.756743852763	0.0	320.592686724683	778.470874357127	1219.52329840713	327.393608603434	925.498295530387	588.455742519719	1336.1905143335	331.054632549078	551.29988924212	674.394211606936	1200.44048289841	1040.8335085013	1027.87385150386	500.476110863223	748.412225473426	914.750641352543	1920.67968867459	545.266722328398	842.60723778948	419.30849103912	1192.55382602889	1358.19106024524	313.432455051066	17.335656463823	488.155771641569	239.528431656267	365.29696967768	883.152675274268	497.245441693695	26.7103066157642	939.193307551131	270.2679074506	613.402090169245	171.388637489107	1130.98548639628	0.0	276.432375089665	1891.17110196441	1409.85060620514	467.765467188131	150.142430182116	784.307285523107	1058.97519525452	125.049109443261	256.158179865673	395.180517088023	503.999846468857	724.205286305839	1557.35733969729	285.989949583808	1441.84525528354	2444.04552197835	173.463306618879	350.139449845076	510.80026108593	1277.08919487505	2522.31349178916	2048.39642569715	1038.73540440859	484.27121885921	341.853198138734	892.274897990682	375.1182315989	540.720386834361	582.492475617636	380.04302287438	3079.47170233835	727.687432402427	861.517875598051	69.8351743478584	1125.12088940026	571.585364069449	466.562690590891	
PWY-6269	adenosylcobalamin salvage from cobinamide II	8899.48442394705	987.562160739232	7548.35577465515	6749.97463739216	3960.17457900252	981.672262874414	4021.60254239683	1.23303660047598	869.256735114096	3644.06522711588	1896.35157979936	18.5310499838407	3026.08503786528	6994.35618290593	1929.26272917754	92.3371939818034	7929.97203185227	761.859359499622	2639.15381884531	2482.79484150362	2264.08331457064	1203.01234221219	1377.55299175283	1076.55282402154	3366.99057422779	3491.03909808657	73.9550171115014	2736.10949997769	417.168747316244	4281.05614071708	2067.75121586939	3710.9873002433	3346.44455622451	3598.44958842906	1208.66008932654	400.306374786775	4042.11199540511	5294.33408009519	253.498145648821	3022.1139344286	423.15546098715	2530.85492078981	2907.6256504761	6837.63236797918	6277.87536799412	3112.2885032904	2351.24635292017	6635.90788514958	728.120057864316	1789.5309383188	1013.54928374685	2492.97601516875	1888.85809940745	2536.99331971038	4358.62250018489	1911.10960105781	2763.04842324816	3180.74547318083	343.011621312934	4747.4188935991	3565.68905277789	7989.87056146539	417.289150145813	1402.46864619313	857.148958503946	4532.71658563389	1971.89527521416	188.547897382959	4279.52786720783	445.009517100808	723.640882776151	222.462377188285	1440.22409271231	2522.97172522928	2111.20000679204	5527.05470784808	893.399114395094	469.621067925054	945.968530526185	527.510474619086	1781.1880297292	1836.54856198094	1796.51647269103	1927.87199598317	385.221009031554	1123.28697318148	2262.71582671698	1612.60780013602	802.039157158897	798.723245161877	2817.43125736489	3341.00835272401	1936.40501917515	541.513595515759	7596.8588773185	2340.50853539768	58.4690215418336	3487.69850884985	2563.95152068124	2572.56034166887	
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	22121.6333970981	11550.9276571254	12708.8050552144	13623.5860986195	11018.4117714816	8134.87413320264	12762.1160008874	15630.113991896	8290.33670656488	12043.2688890168	8148.95071930203	16751.1925079625	12373.6019301588	16568.0514691907	11910.7140140212	10490.5479199243	20986.9362759978	16756.4625353474	10608.1882834134	17686.9775342523	5244.66312608709	9658.83024474717	9308.25589044182	10787.9908919973	10201.4620771818	15197.2634749693	27015.9205893297	8189.07348763763	7372.75053824346	12124.0483647953	9148.35965381677	9844.28596078184	10164.9554670731	12876.6603704785	8316.29892531372	6638.71785310124	10404.3261325985	15785.7040506192	7908.26705251184	12424.8948526623	5050.38161607237	9848.93880308522	11164.2825272333	17305.2494989308	16715.5109119239	13896.3489869154	10947.8901297075	13944.8928540252	19491.2278275341	11832.5495541616	25909.9775333772	8378.89130696451	6679.87034226249	13778.2863035518	12328.0945530417	7683.38893334358	23504.7883445	9328.7534949608	5123.7771544406	10624.3316514012	19476.3459386525	15371.4044342835	22846.1677608992	17606.0487665649	15221.7092642712	11610.6155352537	6220.23293855168	6758.84542864307	10035.7578830279	10074.5213817602	6156.63645287399	16302.749724051	7151.31478284664	6707.16507642629	24519.0343446795	21999.1118607417	5505.3862522872	7201.66578825377	12336.8502226477	5466.4004229422	6176.3647497314	7920.72867178374	6252.13214639016	8100.92190190623	14040.857496489	11833.0420509292	8989.4513594116	7355.94903561786	13148.3730080294	16319.6737679175	6932.22294952947	10862.692115242	8306.64582839729	23895.1449952042	14263.8245698156	7983.47819778542	13409.4281303957	10717.5680305473	8415.07978503537	8558.53410231963	
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	259.217990924762	0.0	0.0	17.9867108530615	69.6270401580748	0.0	139.961314396556	4.01934270577928	327.039636642693	168.616133199722	79.6012416606933	20.9879071380361	0.0	79.5735175223977	195.731209143091	21.4008974840186	397.732873750459	0.0	58.5982150568182	82.5564022792068	0.0	34.2244087221688	86.5118429740292	2.12977114670816	116.145996196083	33.5504424891014	50.3095942591474	0.0	0.0	51.1699303399318	63.33378815849	39.5015941623383	22.4687657640305	185.740681421293	80.1899342379194	37.9664900644787	99.2954824735143	257.979854667416	0.0	189.324491920826	62.6453446101712	218.454199629953	233.766846356223	2798.66931290886	2774.08652234989	118.417379596497	85.0596988205148	69.0908473505445	0.0	133.102365654047	23.9854192598688	70.4418295384587	0.0	25.4752155096631	85.7404850692424	71.299522771925	161.44101850438	106.389206424838	0.0	198.726939137655	384.989112142189	187.659379443854	17.9924770289769	134.491381465022	0.0	105.039711372713	193.882478548836	71.5040732372785	0.0	144.280188601073	52.2150821139045	0.0	10.4905102008427	39.4628176388609	118.718222791738	143.373130083045	17.9636502791164	0.0	0.0	209.94163386092	144.973448783065	170.003376314872	97.9983697078509	100.828698732443	0.0	28.8771678108688	64.811178172643	80.1673316574584	2.12979165066505	77.7770338101837	25.1432959112904	98.1087293220202	85.4955397164878	0.0	78.646742464669	106.048424829781	0.0	117.684464175635	76.6814143859165	82.6121989074192	
PWY-6317	galactose degradation I (Leloir pathway)	20548.5058221782	18111.7070860081	12423.4822349129	12578.9987113196	9490.61662853745	7182.31825926771	12038.1953638397	8338.05497141773	7091.48064914944	11050.0246140406	7321.68293266896	23124.6948605617	10457.1605656458	15566.126136734	11475.2731503925	17015.613034085	19122.3428089437	15554.7655108073	9293.02680654268	15665.0680305141	4925.24031323148	14293.8740151122	9837.58128844988	17055.0797574339	8637.55393861048	12768.8748510831	24956.2319000481	8048.42377944757	17065.4921385996	10543.9825621551	8006.53953654355	8584.28697564247	9176.38640978564	10074.3836077671	7075.08841025653	6852.9447558549	8796.01524738999	12716.4166214406	10994.3038071554	11586.8263533761	9601.41476554324	9470.92131647569	10858.2117984221	10229.3309668463	9926.492851107	11493.9067170699	9184.2503600319	12930.8878229613	23198.0408252049	10337.0772152415	22538.7062656862	8288.50975999679	6658.56730866674	23976.6609797461	12483.7955891043	7874.37822156166	43354.0071533872	9437.73146761946	13189.8354295006	9401.82619197975	19185.1422298201	14042.6218381346	30898.2774440915	16532.0260699162	13886.8065347946	10935.034873609	5854.96582442555	7596.3175164115	8965.68788225886	9886.01129697967	5858.00999119602	16502.4410862139	7052.08571919654	6551.98104257781	20847.9840965406	18158.0010575126	5580.741443163	11408.3095745189	13810.9143813487	6516.66599736723	6347.85858728855	7654.91643506518	5555.46000730914	6609.35182730487	12467.8376462598	11753.7334881118	8683.27792554011	7355.64615867673	13217.1810981064	17037.9171799447	6374.81325238752	8677.15340911272	6589.28916025247	18766.3858598379	14747.4059647365	9034.65632710786	25188.7021613816	9262.08022357483	8105.4826323028	7671.80373740435	
PWY-6338	superpathway of vanillin and vanillate degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94588066596082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
