Merged_ID,Date of Experiment_Day_1,Date_Imaged,Exclude,MouseID,Genotype,Sex,"Plate (P1, P2, etc.)","Section (A,B,C,D,E,F)",Stitch.tif found? ,Comments,Category,Area,Mean,Min,Max,IntDen,RawIntDen,Mean_Background_Avg,CTCF,Corrected_Mean
5.17.23_P3_B,5.17.23,6.2.23,No,1917,MUT,Female,P3,B,True,,Background_1,11980,5.743,0,181,68797,68797,8.41225,,
5.17.23_P3_B,5.17.23,6.2.23,No,1917,MUT,Female,P3,B,True,,Background_2,17096,8.234,0,107,140761,140761,8.41225,,
5.17.23_P3_B,5.17.23,6.2.23,No,1917,MUT,Female,P3,B,True,,Background_3,13368,9.615,0,161,128538,128538,8.41225,,
5.17.23_P3_B,5.17.23,6.2.23,No,1917,MUT,Female,P3,B,True,,Background_4,15388,10.057,0,83,154756,154756,8.41225,,
5.17.23_P3_B,5.17.23,6.2.23,No,1917,MUT,Female,P3,B,True,,Contralateral,1213912,24.312,0,255,29512903,29512903,8.41225,19301171.778,15.89975
5.17.23_P3_B,5.17.23,6.2.23,No,1917,MUT,Female,P3,B,True,,Ipsilateral,996932,11.947,0,255,11909889,11909889,8.41225,3523447.783,3.53475
5.17.23_P3_C,5.17.23,6.2.23,No,17,WT,Female,P3,C,True,,Background_1,4528,11.14,0,255,50442,50442,8.2995,,
5.17.23_P3_C,5.17.23,6.2.23,No,17,WT,Female,P3,C,True,,Background_2,6608,7.412,0,141,48976,48976,8.2995,,
5.17.23_P3_C,5.17.23,6.2.23,No,17,WT,Female,P3,C,True,,Background_3,5420,7.262,0,130,39359,39359,8.2995,,
5.17.23_P3_C,5.17.23,6.2.23,No,17,WT,Female,P3,C,True,,Background_4,6084,7.384,0,85,44927,44927,8.2995,,
5.17.23_P3_C,5.17.23,6.2.23,No,17,WT,Female,P3,C,True,,Contralateral,1390479,31.12,0,255,43272379,43272379,8.2995,31732098.5395,22.8205
5.17.23_P3_C,5.17.23,6.2.23,No,17,WT,Female,P3,C,True,,Ipsilateral,1888458,23.921,0,255,45174013,45174013,8.2995,29500755.829,15.6215
5.17.23_P4_A,5.17.23,5.19.23,No,1941,WT,Female,P4,A,True,,Background_1,12892,45.911,0,255,591885,591885,55.15325,,
5.17.23_P4_A,5.17.23,5.19.23,No,1941,WT,Female,P4,A,True,,Background_2,16292,44.82,0,255,730202,730202,55.15325,,
5.17.23_P4_A,5.17.23,5.19.23,No,1941,WT,Female,P4,A,True,,Background_3,11980,59.148,0,255,708591,708591,55.15325,,
5.17.23_P4_A,5.17.23,5.19.23,No,1941,WT,Female,P4,A,True,,Background_4,11264,70.734,0,255,796745,796745,55.15325,,
5.17.23_P4_A,5.17.23,5.19.23,No,1941,WT,Female,P4,A,True,,Contralateral,1090767,76.994,0,255,83982352,83982352,55.15325,23823006.95725,21.84075
5.17.23_P4_A,5.17.23,5.19.23,No,1941,WT,Female,P4,A,True,,Ipsilateral,1384767,73.737,0,255,102109101,102109101,55.15325,25734700.45725,18.58375
5.17.23_P4_B,5.17.23,5.19.23,No,1941,WT,Female,P4,B,True,,Background_1,7200,54.897,0,255,395256,395256,46.35775,,
5.17.23_P4_B,5.17.23,5.19.23,No,1941,WT,Female,P4,B,True,,Background_2,7200,33.928,0,255,244283,244283,46.35775,,
5.17.23_P4_B,5.17.23,5.19.23,No,1941,WT,Female,P4,B,True,,Background_3,7232,41.153,0,231,297621,297621,46.35775,,
5.17.23_P4_B,5.17.23,5.19.23,No,1941,WT,Female,P4,B,True,,Background_4,5944,55.453,0,255,329610,329610,46.35775,,
5.17.23_P4_B,5.17.23,5.19.23,No,1941,WT,Female,P4,B,True,,Contralateral,1504788,73.39,0,255,110436586,110436586,46.35775,40678000.093,27.03225
5.17.23_P4_B,5.17.23,5.19.23,No,1941,WT,Female,P4,B,True,,Ipsilateral,1603518,53.355,0,255,85556261,85556261,46.35775,11220774.4355,6.99725
5.17.23_P4_C,5.17.23,5.19.23,No,1914,WT,Male,P4,C,True,,Background_1,8148,23.66,0,187,192785,192785,27.42925,,
5.17.23_P4_C,5.17.23,5.19.23,No,1914,WT,Male,P4,C,True,,Background_2,8148,31.129,0,255,253641,253641,27.42925,,
5.17.23_P4_C,5.17.23,5.19.23,No,1914,WT,Male,P4,C,True,,Background_3,6336,24.58,0,146,155737,155737,27.42925,,
5.17.23_P4_C,5.17.23,5.19.23,No,1914,WT,Male,P4,C,True,,Background_4,9176,30.348,0,194,278469,278469,27.42925,,
5.17.23_P4_C,5.17.23,5.19.23,No,1914,WT,Male,P4,C,True,,Contralateral,1507500,38.106,0,255,57445345,57445345,27.42925,16095750.625,10.67675
5.17.23_P4_C,5.17.23,5.19.23,No,1914,WT,Male,P4,C,True,,Ipsilateral,1222236,32.137,0,255,39279095,39279095,27.42925,5754078.197,4.70775
5.17.23_P4_D,5.17.23,5.19.23,No,1914,WT,Male,P4,D,True,,Background_1,9676,32.442,0,151,313907,313907,31.5075,,
5.17.23_P4_D,5.17.23,5.19.23,No,1914,WT,Male,P4,D,True,,Background_2,5524,31.567,0,163,174377,174377,31.5075,,
5.17.23_P4_D,5.17.23,5.19.23,No,1914,WT,Male,P4,D,True,,Background_3,5544,29.068,0,174,161155,161155,31.5075,,
5.17.23_P4_D,5.17.23,5.19.23,No,1914,WT,Male,P4,D,True,,Background_4,7200,32.953,0,187,237265,237265,31.5075,,
5.17.23_P4_D,5.17.23,5.19.23,No,1914,WT,Male,P4,D,True,,Contralateral,1213107,36.984,0,255,44865710,44865710,31.5075,6643741.1975,5.4765
5.17.23_P4_D,5.17.23,5.19.23,No,1914,WT,Male,P4,D,True,,Ipsilateral,963561,27.112,0,255,26124320,26124320,31.5075,-4235078.2075,-4.3955
5.17.23_P4_E,5.17.23,5.31.23,No,1944,MUT,Male,P4,E,True,,Background_1,5088,22.561,0,105,114791,114791,24.8595,,
5.17.23_P4_E,5.17.23,5.31.23,No,1944,MUT,Male,P4,E,True,,Background_2,6456,23.649,0,114,152678,152678,24.8595,,
5.17.23_P4_E,5.17.23,5.31.23,No,1944,MUT,Male,P4,E,True,,Background_3,5524,24.147,0,128,133388,133388,24.8595,,
5.17.23_P4_E,5.17.23,5.31.23,No,1944,MUT,Male,P4,E,True,,Background_4,4792,29.081,0,175,139355,139355,24.8595,,
5.17.23_P4_E,5.17.23,5.31.23,No,1944,MUT,Male,P4,E,True,,Contralateral,1215027,51.444,0,255,62505742,62505742,24.8595,32300778.2935,26.5845
5.17.23_P4_E,5.17.23,5.31.23,No,1944,MUT,Male,P4,E,True,,Ipsilateral,1169367,37.234,0,255,43540433,43540433,24.8595,14470554.0635,12.3745
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,True,,Background_1,6336,31.692,0,150,200802,200802,30.04275,,
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,True,,Background_2,4052,29.403,0,136,119140,119140,30.04275,,
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,True,,Background_3,3436,27.636,0,111,94957,94957,30.04275,,
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,True,,Background_4,8476,31.44,0,177,266485,266485,30.04275,,
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,True,,Contralateral,1235637,52.692,0,255,65108743,65108743,30.04275,27986809.51825,22.64925
5.17.23_P4_F,5.17.23,5.31.23,No,1944,MUT,Male,P4,F,True,,Ipsilateral,1294896,42.696,0,255,55286476,55286476,30.04275,16384239.196,12.65325
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_1,5544,12.937,0,113,71723,71723,13.09975,,
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_2,5884,14.344,0,99,84402,84402,13.09975,,
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_3,6376,11.712,0,73,74678,74678,13.09975,,
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_4,6336,13.406,0,97,84940,84940,13.09975,,
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,True,,Contralateral,1466196,27.942,0,239,40968174,40968174,13.09975,21761372.949,14.84225
5.2.23_P1_C,5.2.23,5.12.23,No,1907,HET,Female,P1,C,True,,Ipsilateral,1383711,23.968,0,242,33164247,33164247,13.09975,15037978.82775,10.86825
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_1,6924,9.95,0,71,68892,68892,10.4375,,
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_2,7188,12.605,0,88,90607,90607,10.4375,,
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_3,6608,8.712,0,81,57570,57570,10.4375,,
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_4,6636,10.483,0,82,69563,69563,10.4375,,
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,True,,Contralateral,1360822,22.072,0,255,30035500,30035500,10.4375,15831920.375,11.6345
5.2.23_P1_D,5.2.23,5.12.23,No,1907,HET,Female,P1,D,True,,Ipsilateral,1223332,20.34,0,255,24883175,24883175,10.4375,12114647.25,9.9025
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,True,,Background_1,16220,11.929,0,108,193484,193484,14.7925,,
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,True,,Background_2,16220,14.745,0,85,239170,239170,14.7925,,
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,True,,Background_3,16220,17.869,0,168,289828,289828,14.7925,,
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,True,,Background_4,16220,14.627,0,198,237243,237243,14.7925,,
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,True,,Contralateral,1497980,39.07,0,255,58526347,58526347,14.7925,36367477.85,24.2775
5.2.23_P1_E,5.2.23,5.12.23,No,1921,MUT,Female,P1,E,True,,Ipsilateral,1287620,24.309,0,255,31300760,31300760,14.7925,12253641.15,9.5165
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,True,,Background_1,6376,14.516,0,82,92556,92556,14.3865,,
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,True,,Background_2,7696,14.414,0,85,110930,110930,14.3865,,
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,True,,Background_3,8652,13.093,0,90,113282,113282,14.3865,,
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,True,,Background_4,6336,15.523,0,109,98356,98356,14.3865,,
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,True,,Contralateral,1263980,38.625,0,255,48821210,48821210,14.3865,30636961.73,24.2385
5.2.23_P1_F,5.2.23,5.19.23,No,1921,MUT,Female,P1,F,True,,Ipsilateral,1074407,22.635,0,255,24318936,24318936,14.3865,8861979.6945,8.2485
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,True,,Background_1,10692,33.832,0,136,361729,361729,40.9425,,
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,True,,Background_2,10692,48.587,0,255,519490,519490,40.9425,,
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,True,,Background_3,8068,42.556,0,203,343338,343338,40.9425,,
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,True,,Background_4,13676,38.795,0,255,530560,530560,40.9425,,
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,True,,Contralateral,1626549,77.625,0,255,126260857,126260857,40.9425,59665874.5675,36.6825
5.9.23_P1_A,5.9.23,5.11.23,No,1921,MUT,Female,P1,A,True,,Ipsilateral,1403924,69.587,0,255,97694877,97694877,40.9425,40214718.63,28.6445
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,True,,Background_1,12064,60.34,0,255,727945,727945,66.711,,
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,True,,Background_2,11264,65.334,0,255,735921,735921,66.711,,
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,True,,Background_3,13684,66.159,0,255,905317,905317,66.711,,
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,True,,Background_4,12892,75.011,0,255,967036,967036,66.711,,
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,True,,Contralateral,1759664,105.883,0,255,186318906,186318906,66.711,68929960.896,39.172
5.9.23_P1_B,5.9.23,5.12.23,No,1921,MUT,Female,P1,B,True,,Ipsilateral,1479180,100.525,0,255,148694374,148694374,66.711,50016797.02,33.814
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_1,8652,16.591,0,113,143547,143547,18.2835,,
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_2,9248,24.843,0,117,229752,229752,18.2835,,
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_3,7696,18.77,0,108,144457,144457,18.2835,,
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,True,,Background_4,8652,12.93,0,99,111870,111870,18.2835,,
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,True,,Contralateral,1506780,41.573,0,255,62641982,62641982,18.2835,35092769.87,23.2895
5.9.23_P1_C,5.9.23,5.12.23,No,1907,HET,Female,P1,C,True,,Ipsilateral,1439016,35.228,0,255,50693301,50693301,18.2835,24383051.964,16.9445
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_1,8652,21.767,0,127,188330,188330,19.6225,,
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_2,9676,14.267,0,100,138046,138046,19.6225,,
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_3,7696,18.26,0,144,140528,140528,19.6225,,
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,True,,Background_4,13004,24.196,0,134,314639,314639,19.6225,,
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,True,,Contralateral,1391781,44.913,0,255,62509077,62509077,19.6225,35198854.3275,25.2905
5.9.23_P1_D,5.9.23,5.12.23,No,1907,HET,Female,P1,D,True,,Ipsilateral,1374525,36.996,0,255,50851886,50851886,19.6225,23880269.1875,17.3735
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,True,,Background_1,11204,19.585,0,112,219434,219434,15.08025,,
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,True,,Background_2,11204,13.491,0,109,151149,151149,15.08025,,
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,True,,Background_3,11204,14.304,0,128,160260,160260,15.08025,,
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,True,,Background_4,11204,12.941,0,204,144989,144989,15.08025,,
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,True,,Contralateral,1445325,31.23,0,255,45137079,45137079,15.08025,23341216.66875,16.14975
6.20.23_P1_E,6.20.23,7.10.23,No,1904,MUT,Male,P1,E,True,,Ipsilateral,1275288,38.13,0,255,48627071,48627071,15.08025,29395409.138,23.04975
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,True,,Background_1,8604,34.177,0,173,294059,294059,33.82725,,
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,True,,Background_2,27984,37.236,0,217,1042019,1042019,33.82725,,
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,True,,Background_3,10756,25.481,0,255,274073,274073,33.82725,,
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,True,,Background_4,12212,38.415,0,208,469123,469123,33.82725,,
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,True,,Contralateral,1419872,75.095,0,255,106624841,106624841,33.82725,58594475.888,41.26775
6.5.23_P1_B,6.5.23,6.8.23,No,1920,WT,Female,P1,B,True,,Ipsilateral,1072050,76.955,0,255,82499443,82499443,33.82725,46234939.6375,43.12775
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,True,,Background_1,11872,19.102,0,122,226779,226779,25.03075,,
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,True,,Background_2,15616,27.797,0,180,434083,434083,25.03075,,
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,True,,Background_3,11204,26.245,0,132,294046,294046,25.03075,,
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,True,,Background_4,10576,26.979,0,151,285327,285327,25.03075,,
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,True,,Contralateral,1720719,111.298,0,255,191512878,191512878,25.03075,148441990.89075,86.26725
6.5.23_P1_C,6.5.23,6.9.23,No,19,WT,Female,P1,C,True,,Ipsilateral,1712541,114.084,0,255,195373057,195373057,25.03075,152506871.36425,89.05325
6.5.23_P1_E,6.5.23,6.9.23,No,1921,MUT,Female,P1,E,True,,Background_1,14536,39.597,0,188,575582,575582,37.87175,,
6.5.23_P1_E,6.5.23,6.9.23,No,1921,MUT,Female,P1,E,True,,Background_2,14496,42.655,0,207,618322,618322,37.87175,,
6.5.23_P1_E,6.5.23,6.9.23,No,1921,MUT,Female,P1,E,True,,Background_3,14496,28.276,0,180,409895,409895,37.87175,,
6.5.23_P1_E,6.5.23,6.9.23,No,1921,MUT,Female,P1,E,True,,Background_4,13684,40.959,0,176,560485,560485,37.87175,,
6.5.23_P1_E,6.5.23,6.9.23,No,1921,MUT,Female,P1,E,True,,Contralateral,1623644,72.233,0,255,117280339,117280339,37.87175,55790099.343,34.36125
6.5.23_P1_E,6.5.23,6.9.23,No,1921,MUT,Female,P1,E,True,,Ipsilateral,1455896,62.16,0,255,90498248,90498248,37.87175,35360918.662,24.28825
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,True,,Background_1,8184,49.568,0,249,405661,405661,49.9285,,
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,True,,Background_2,7696,43.925,0,226,338045,338045,49.9285,,
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,True,,Background_3,7232,52.4,0,242,378960,378960,49.9285,,
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,True,,Background_4,5524,53.821,0,219,297306,297306,49.9285,,
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,True,,Contralateral,1244943,118.847,0,255,147957340,147957340,49.9285,85799203.4245,68.9185
6.5.23_P1_F,6.5.23,6.9.23,No,1921,MUT,Female,P1,F,True,,Ipsilateral,1053135,61.976,0,255,65268598,65268598,49.9285,12687147.1525,12.0475
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,True,,Background_1,11704,49.503,0,255,579379,579379,42.30075,,
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,True,,Background_2,11872,37.683,0,235,447371,447371,42.30075,,
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,True,,Background_3,14316,40.376,0,255,578024,578024,42.30075,,
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,True,,Background_4,13064,41.641,0,236,543995,543995,42.30075,,
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,True,,Contralateral,1774065,101.381,0,255,179855932,179855932,42.30075,104811651.95125,59.08025
6.5.23_P2_A,6.5.23,6.11.23,No,1914,WT,Male,P2,A,True,,Ipsilateral,1845243,70.342,0,255,129797740,129797740,42.30075,51742577.16775,28.04125
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,True,,Background_1,22064,50.456,0,255,1113267,1113267,48.79575,,
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,True,,Background_2,19116,50.448,0,255,964366,964366,48.79575,,
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,True,,Background_3,26924,59.98,0,255,1614906,1614906,48.79575,,
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,True,,Background_4,19116,34.299,0,240,655656,655656,48.79575,,
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,True,,Contralateral,1643490,95.395,0,255,156781240,156781240,48.79575,76585912.8325,46.59925
6.5.23_P2_B,6.5.23,6.11.23,No,1914,WT,Male,P2,B,True,,Ipsilateral,1548702,86.314,0,255,133673895,133673895,48.79575,58103819.3835,37.51825
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,True,,Background_1,13676,19.422,0,225,265614,265614,25.8025,,
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,True,,Background_2,11704,28.607,0,154,334814,334814,25.8025,,
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,True,,Background_3,14252,25.172,0,255,358754,358754,25.8025,,
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,True,,Background_4,14924,30.009,0,173,447851,447851,25.8025,,
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,True,,Contralateral,1852617,120.362,0,255,222984812,222984812,25.8025,175182661.8575,94.5595
6.5.23_P2_D,6.5.23,6.11.23,No,35,MUT,Female,P2,D,True,,Ipsilateral,1468020,85.423,0,255,125402099,125402099,25.8025,87523512.95,59.6205
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,True,,Background_1,6336,15.391,0,96,97520,97520,15.011,,
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,True,,Background_2,6336,15.666,0,127,99259,99259,15.011,,
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,True,,Background_3,6336,14.321,0,132,90735,90735,15.011,,
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,True,,Background_4,6336,14.666,0,202,92923,92923,15.011,,
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,True,,Contralateral,1892408,51.639,0,255,97721426,97721426,15.011,69314489.512,36.628
7.6.23_P1_F,7.6.23,7.10.23,No,1904,MUT,Male,P1,F,True,,Ipsilateral,1309926,38.777,0,255,50795119,50795119,15.011,31131819.814,23.766
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,True,,Background_1,14536,60.555,0,255,880232,880232,68.9265,,
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,True,,Background_2,14536,76.503,0,255,1112041,1112041,68.9265,,
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,True,,Background_3,14536,81.72,0,255,1187879,1187879,68.9265,,
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,True,,Background_4,14536,56.928,0,255,827501,827501,68.9265,,
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,True,,Contralateral,1472868,108.044,0,255,159133945,159133945,68.9265,57614308.798,39.1175
7.6.23_P2_A,7.6.23,7.10.23,"Yes, abnormally high background",1906,WT,Male,P2,A,True,,Ipsilateral,1442116,86.98,0,255,125434700,125434700,68.9265,26034691.526,18.0535
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,True,,Background_1,71548,51.175,0,255,3661444,3661444,48.702,,
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,True,,Background_2,71548,45.921,0,255,3285548,3285548,48.702,,
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,True,,Background_3,71548,54.012,0,255,3864480,3864480,48.702,,
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,True,,Background_4,71548,43.7,0,255,3126614,3126614,48.702,,
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,True,,Contralateral,1654800,168.307,0,255,278514081,278514081,48.702,197922011.4,119.605
9.11.23_P1_A,9.11.23,9.13.23,No,1906,WT,Male,P1,A,True,,Ipsilateral,1617558,119.306,0,255,192984005,192984005,48.702,114205695.284,70.604
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,True,,Background_1,72093,44.738,0,255,3225309,3225309,44.40925,,
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,True,,Background_2,72093,44.154,0,255,3183215,3183215,44.40925,,
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,True,,Background_3,72093,43.161,0,255,3111633,3111633,44.40925,,
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,True,,Background_4,72093,45.584,0,255,3286271,3286271,44.40925,,
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,True,,Contralateral,1191714,126.479,0,255,150726334,150726334,44.40925,97803209.0455,82.06975
9.11.23_P1_B,9.11.23,9.17.23,No,1906,WT,Male,P1,B,True,,Ipsilateral,1020975,58.433,0,255,59658612,59658612,44.40925,14317877.98125,14.02375
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,True,,Background_1,77520,42.583,0,255,3301003,3301003,45.073,,
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,True,,Background_2,77520,46.592,0,255,3611792,3611792,45.073,,
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,True,,Background_3,77520,47.75,0,255,3701587,3701587,45.073,,
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,True,,Background_4,77520,43.367,0,255,3361823,3361823,45.073,,
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,True,,Contralateral,1685650,134.224,0,255,226254963,226254963,45.073,150277660.55,89.151
9.11.23_P1_C,9.11.23,9.17.23,No,1910,MUT,Female,P1,C,True,,Ipsilateral,1519662,100.111,0,255,152135536,152135536,45.073,83639810.674,55.038
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,True,,Background_1,38671,38.538,0,210,1490300,1490300,37.32025,,
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,True,,Background_2,38671,38.027,0,255,1470556,1470556,37.32025,,
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,True,,Background_3,38671,38.737,0,227,1498012,1498012,37.32025,,
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,True,,Background_4,38671,33.979,0,176,1314011,1314011,37.32025,,
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,True,,Contralateral,1365191,128.166,0,255,174970575,174970575,37.32025,124021305.58225,90.84575
9.11.23_P1_D,9.11.23,9.17.23,No,1910,MUT,Female,P1,D,True,,Ipsilateral,1596016,101.121,0,255,161391301,161391301,37.32025,101827584.876,63.80075
