Merged_ID,Date of Experiment_Day_1,Date_Imaged,"Plate (P1, P2, etc.)","Section (A,B,C,D,E,F)",Exclude,Comments,Category,Slice ,Count,Total Area,Average Size,%Area,Mean,IntDen,Optimal_Threshold,Repeated_if_failed,Particle_Size,Threshold,MouseID,Genotype,Sex
5.15.23_P1_A,5.15.23,6.9.23,P1,A,NO,70,Contralateral,P1_5.15.23_A_Rb_pS129_Stitch.tif,53,369,6.962,0.028,255,1775.377,YES,,3.5-10,70,1920,WT,Female
6.5.23_P1_E,6.5.23,6.9.23,P1,E,NO,70,Ipsilateral,P1_E_6.5.23_Rb_pS129_Stitch.tif,740,5010,6.77,0.305,255,1726.419,YES,,3.5-10,70,1921,MUT,Female
6.5.23_P1_E,6.5.23,6.9.23,P1,E,NO,70,Contralateral,P1_E_6.5.23_Rb_pS129_Stitch.tif,92,617,6.707,0.035,255,1710.163,YES,,3.5-10,70,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,70 threshold picks up too much,Ipsilateral,P1_F_6.5.23_Rb_pS129_Stitch.tif,629,4411,7.013,0.456,255,1788.243,NO,YES,3.5-10,70,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,70 threshold picks up too much,Contralateral,P1_F_6.5.23_Rb_pS129_Stitch.tif,60,379,6.317,0.037,255,1610.75,NO,YES,3.5-10,70,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,100 threshold,Ipsilateral,P1_F_6.5.23_Rb_pS129_Stitch-1.tif,2240,8143,3.635,0.705,255,926.993,YES,,1-10,100,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,100 threshold,Contralateral,P1_F_6.5.23_Rb_pS129_Stitch-1.tif,598,912,1.525,0.07,255,388.896,YES,,1-10,100,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,100 threshold,Ipsilateral,P1_F_6.5.23_Rb_pS129_Stitch-1.tif,3809,41485,10.891,3.594,255,2777.284,YES,,0-Inf,100,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,100 threshold,Contralateral,P1_F_6.5.23_Rb_pS129_Stitch-1.tif,662,2126,3.211,0.164,255,818.927,YES,,0-Inf,100,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,100 threshold,Ipsilateral,P1_F_6.5.23_Rb_pS129_Stitch-1.tif,892,6166,6.913,0.534,255,1762.702,YES,,3.5-10,100,1921,MUT,Female
6.5.23_P1_F,6.5.23,6.9.23,P1,F,NO,100 threshold,Contralateral,P1_F_6.5.23_Rb_pS129_Stitch-1.tif,46,312,6.783,0.024,255,1729.565,YES,,3.5-10,100,1921,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,70 threshold picks up too much,Ipsilateral,P2_C_6.5.23_Rb_pS129_Stitch.tif,253,1536,6.071,0.121,255,1548.142,NO,YES,3.5-10,70,35,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,70 threshold picks up too much,Contralateral,P2_C_6.5.23_Rb_pS129_Stitch.tif,77,423,5.494,0.029,255,1400.844,NO,YES,3.5-10,70,35,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,120 threshold,Ipsilateral,P2_C_6.5.23_Rb_pS129_Stitch-1.tif,768,2179,2.837,0.138,255,723.496,YES,,1-10,70,35,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,120 threshold,Contralateral,P2_C_6.5.23_Rb_pS129_Stitch-1.tif,337,672,1.994,0.037,255,508.487,YES,,1-10,70,35,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,120 threshold,Ipsilateral,P2_C_6.5.23_Rb_pS129_Stitch-1.tif,1178,10296,8.74,0.653,255,2228.761,YES,,0-Inf,70,35,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,120 threshold,Contralateral,P2_C_6.5.23_Rb_pS129_Stitch-1.tif,410,2034,4.961,0.113,255,1265.049,YES,,0-Inf,70,35,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,120 threshold,Ipsilateral,P2_C_6.5.23_Rb_pS129_Stitch-1.tif,214,1421,6.64,0.09,255,1693.248,YES,,3.5-10,70,35,MUT,Female
6.5.23_P2_C,6.5.23,6.9.23,P2,C,NO,120 threshold,Contralateral,P2_C_6.5.23_Rb_pS129_Stitch-1.tif,53,336,6.34,0.019,255,1616.604,YES,,3.5-10,70,35,MUT,Female
6.20.23_P1_E,6.20.23,7.10.23,P1,E,NO,70,Ipsilateral,620.23_P1_F_Rb_pS129_Stitch.tif,175,1116,6.377,0.087,255,1626.171,YES,,3.5-10,70,1904,MUT,Male
6.20.23_P1_E,6.20.23,7.10.23,P1,E,NO,70,Contralateral,620.23_P1_F_Rb_pS129_Stitch.tif,26,158,6.077,0.011,255,1549.615,YES,,3.5-10,70,1904,MUT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,70 threshold picks up too much,Ipsilateral,76.23_P1_B_Rb_pS120_Stitch.tif,1492,8370,5.61,0.538,255,1430.529,NO,YES,3.5-10,70,1906,WT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,70 threshold picks up too much,Contralateral,76.23_P1_B_Rb_pS120_Stitch.tif,2745,14745,5.372,1.075,255,1369.754,NO,YES,3.5-10,70,1906,WT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,140 threshold,Ipsilateral,76.23_P1_B_Rb_pS120_Stitch.tif,1441,5118,3.552,0.338,255,905.684,YES,,1-10,140,1906,WT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,140 threshold,Contralateral,76.23_P1_B_Rb_pS120_Stitch.tif,824,1601,1.943,0.117,255,495.455,YES,,1-10,140,1906,WT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,140 threshold,Ipsilateral,76.23_P1_B_Rb_pS120_Stitch.tif,2050,16239,7.921,1.072,255,2019.973,YES,,0-Inf,140,1906,WT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,140 threshold,Contralateral,76.23_P1_B_Rb_pS120_Stitch.tif,950,3933,4.14,0.288,255,1055.7,YES,,0-Inf,140,1906,WT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,140 threshold,Ipsilateral,76.23_P1_B_Rb_pS120_Stitch.tif,544,3794,6.974,0.25,255,1778.438,YES,,3.5-10,140,1906,WT,Male
7.6.23_P1_B,7.6.23,7.10.23,P1,B,NO,140 threshold,Contralateral,76.23_P1_B_Rb_pS120_Stitch.tif,113,737,6.522,0.054,255,1663.142,YES,,3.5-10,140,1906,WT,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,70 threshold picks up too much,Ipsilateral,76.23_P1_C_Rb_pS120_Stitch.tif,385,2223,5.774,0.237,255,1472.377,NO,YES,3.5-10,70,1945,HET,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,70 threshold picks up too much,Contralateral,76.23_P1_C_Rb_pS129_Contra_Stitch.tif,481,2729,5.674,0.246,255,1446.767,NO,YES,3.5-10,70,1945,HET,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,140 threshold,Ipsilateral,76.23_P1_C_Rb_pS120_Stitch.tif,576,1971,3.422,0.186,255,872.578,YES,,1-10,140,1945,HET,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,140 threshold,Contralateral,76.23_P1_C_Rb_pS129_Contra_Stitch(1)-1.tif,346,949,2.743,0.091,255,699.408,YES,,1-10,140,1945,HET,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,140 threshold,Ipsilateral,76.23_P1_C_Rb_pS120_Stitch.tif,840,6457,7.687,0.609,255,1960.161,YES,,0-Inf,140,1945,HET,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,140 threshold,Contralateral,76.23_P1_C_Rb_pS129_Contra_Stitch(1)-1.tif,452,2890,6.394,0.279,255,1630.42,YES,,0-Inf,140,1945,HET,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,140 threshold,Ipsilateral,76.23_P1_C_Rb_pS120_Stitch.tif,217,1453,6.696,0.137,255,1707.442,YES,,3.5-10,140,1945,HET,Male
7.6.23_P1_C,7.6.23,7.10.23,P1,C,NO,140 threshold,Contralateral,76.23_P1_C_Rb_pS129_Contra_Stitch(1)-1.tif,88,583,6.625,0.056,255,1689.375,YES,,3.5-10,140,1945,HET,Male
7.6.23_P1_F,7.6.23,7.10.23,P1,F,NO,70,Ipsilateral,76.23_P1_F_Rb_pS129_Stitch.tif,500,3346,6.692,0.239,255,1706.46,YES,,3.5-10,70,1904,MUT,Male
7.6.23_P1_F,7.6.23,7.10.23,P1,F,NO,70,Contralateral,76.23_P1_F_Rb_pS129_Stitch.tif,129,804,6.233,0.044,255,1589.302,YES,,3.5-10,70,1904,MUT,Male
7.6.23_P2_A,7.6.23,7.10.23,P2,A,NO,70,Ipsilateral,76.23_P2_A_Rb_pS120_Stitch.tif,620,4192,6.761,0.275,255,1724.129,YES,,3.5-10,70,1906,WT,Male
7.6.23_P2_A,7.6.23,7.10.23,P2,A,NO,,Contralateral,76.23_P2_A_Rb_pS120_Stitch.tif,127,824,6.488,0.057,255,1654.488,YES,,3.5-10,70,1906,WT,Male
9.11.23_P1_A,9.11.23,9.13.23,P1,A,NO,70 threshold maybe too permissive,Ipsilateral,P1_A_91123_Rb_pS129_Stitch.tif,437,2943,6.735,0.194,255,1717.311,NO,,3.5-10,70,1906,WT,Male
9.11.23_P1_A,9.11.23,9.13.23,P1,A,NO,,Contralateral,P1_A_91123_Rb_pS129_Stitch.tif,176,1049,5.96,0.068,255,1519.858,NO,,3.5-10,70,1906,WT,Male
9.11.23_P1_E,9.11.23,9.13.23,P1,E,NO,70 threshold picks up too much,Ipsilateral,P1_E_91123_Rb_pS129_Stitch.tif,858,5075,5.915,0.306,255,1508.304,NO,YES,3.5-10,70,1943,HET,Male
9.11.23_P1_E,9.11.23,9.13.23,P1,E,NO,70 threshold picks up too much,Contralateral,P1_E_91123_Rb_pS129_Stitch.tif,805,4165,5.174,0.269,255,1319.348,NO,YES,3.5-10,70,1943,HET,Male
9.11.23_P1_E,9.11.23,9.13.23,P1,E,NO,100 threshold,Ipsilateral,P1_E_91123_Rb_pS129_Stitch.tif,432,2736,6.333,0.174,255,1615,YES,,3.5-10,70,1943,HET,Male
9.11.23_P1_E,9.11.23,9.13.23,P1,E,NO,100 threshold,Contralateral,P1_E_91123_Rb_pS129_Stitch.tif,91,600,6.593,0.038,255,1681.319,YES,,3.5-10,70,1943,HET,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,70 threshold picks up too much,Ipsilateral,P3_A_91123_Rb_pS129_Stitch.tif,1103,6181,5.604,0.345,255,1428.971,NO,YES,3.5-10,70,12,WT,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,70 threshold picks up too much,Contralateral,P3_A_91123_Rb_pS129_Stitch.tif,469,2533,5.401,0.148,255,1377.217,NO,YES,3.5-10,70,12,WT,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,120 threshold,Ipsilateral,P3_A_91123_Rb_pS129_Stitch.tif,1365,4285,3.139,0.251,255,800.495,YES,,1-10,120,12,WT,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,120 threshold,Contralateral,P3_A_91123_Rb_pS129_Stitch.tif,331,767,2.317,0.044,255,590.891,YES,,1-10,120,12,WT,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,120 threshold,Ipsilateral,P3_A_91123_Rb_pS129_Stitch.tif,2240,20931,9.344,1.224,255,2382.77,YES,,0-Inf,120,12,WT,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,120 threshold,Contralateral,P3_A_91123_Rb_pS129_Stitch.tif,435,2751,6.324,0.157,255,1612.655,YES,,0-Inf,120,12,WT,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,120 threshold,Ipsilateral,P3_A_91123_Rb_pS129_Stitch.tif,432,2914,6.745,0.17,255,1720.069,YES,,3.5-10,120,12,WT,Male
9.11.23_P3_A,9.11.23,9.13.23,P3,A,NO,120 threshold,Contralateral,P3_A_91123_Rb_pS129_Stitch.tif,60,401,6.683,0.023,255,1704.25,YES,,3.5-10,120,12,WT,Male
9.11.23_P2_B,9.11.23,9.15.23,P2,B,NO,140 threshold,Ipsilateral,P2_B_911.23_Rb_pS129_Stitch-1.tif,890,6223,6.992,0.329,255,1782.994,YES,,3.5-10,70,1937,WT,Male
9.11.23_P2_B,9.11.23,9.15.23,P2,B,NO,140 threshold,Contralateral,P2_B_911.23_Rb_pS129_Stitch-1.tif,84,561,6.679,0.034,255,1703.036,YES,,3.5-10,70,1937,WT,Male
9.11.23_P2_F,9.11.23,9.15.23,P2,F,NO,120 threshold,Ipsilateral,P2_F_911.23_Rb_pS129_Stitch-1.tif,1380,4308,3.122,0.272,255,796.043,YES,,1-10,120,1945,HET,Male
9.11.23_P2_F,9.11.23,9.15.23,P2,F,NO,120 threshold,Contralateral,P2_F_911.23_Rb_pS129_Stitch-1.tif,337,911,2.703,0.049,255,689.332,YES,,1-10,120,1945,HET,Male
9.11.23_P2_F,9.11.23,9.15.23,P2,F,NO,120 threshold,Ipsilateral,P2_F_911.23_Rb_pS129_Stitch-1.tif,2608,45201,17.332,2.849,255,4419.576,YES,,0-Inf,120,1945,HET,Male
9.11.23_P2_F,9.11.23,9.15.23,P2,F,NO,120 threshold,Contralateral,P2_F_911.23_Rb_pS129_Stitch-1.tif,504,4318,8.567,0.234,255,2184.702,YES,,0-Inf,120,1945,HET,Male
9.11.23_P2_F,9.11.23,9.15.23,P2,F,NO,120 threshold,Ipsilateral,P2_F_911.23_Rb_pS129_Stitch-1.tif,438,2917,6.66,0.184,255,1698.253,YES,,3.5-10,70,1945,HET,Male
9.11.23_P2_F,9.11.23,9.15.23,P2,F,NO,120 threshold,Contralateral,P2_F_911.23_Rb_pS129_Stitch-1.tif,82,557,6.793,0.03,255,1732.134,YES,,3.5-10,70,1945,HET,Male
9.11.23_P1_B,9.11.23,9.17.23,P1,B,NO,120 threshold,Ipsilateral,P1_B_911.23_Rb_pS129_Stitch.tif,658,2199,3.342,0.206,255,852.196,YES,,1-10,120,1906,WT,Male
9.11.23_P1_B,9.11.23,9.17.23,P1,B,NO,120 threshold,Contralateral,P1_B_911.23_Rb_pS129_Stitch.tif,524,1104,2.107,0.081,255,537.252,YES,,1-10,120,1906,WT,Male
9.11.23_P1_B,9.11.23,9.17.23,P1,B,NO,120 threshold,Ipsilateral,P1_B_911.23_Rb_pS129_Stitch.tif,939,7059,7.518,0.663,255,1916.981,YES,,0-Inf,120,1906,WT,Male
9.11.23_P1_B,9.11.23,9.17.23,P1,B,NO,120 threshold,Contralateral,P1_B_911.23_Rb_pS129_Stitch.tif,604,2565,4.247,0.188,255,1082.906,YES,,0-Inf,120,1906,WT,Male
9.11.23_P1_B,9.11.23,9.17.23,P1,B,NO,120 threshold,Ipsilateral,P1_B_911.23_Rb_pS129_Stitch.tif,223,1543,6.919,0.145,255,1764.417,YES,,3.5-10,70,1906,WT,Male
9.11.23_P1_B,9.11.23,9.17.23,P1,B,NO,120 threshold,Contralateral,P1_B_911.23_Rb_pS129_Stitch.tif,76,513,6.75,0.038,255,1721.25,YES,,3.5-10,70,1906,WT,Male
9.11.23_P1_C,9.11.23,9.17.23,P1,C,NO,100 threshold,Ipsilateral,P1_C_911.23_Rb_pS129_Stitch.tif,356,2467,6.93,0.159,255,1767.093,YES,,3.5-10,70,1910,MUT,Female
9.11.23_P1_C,9.11.23,9.17.23,P1,C,NO,100 threshold,Contralateral,P1_C_911.23_Rb_pS129_Stitch.tif,126,782,6.206,0.046,255,1582.619,YES,,3.5-10,70,1910,MUT,Female
9.11.23_P1_D,9.11.23,9.17.23,P1,D,NO,120 threshold,Ipsilateral,P1_D_911.23_Rb_pS129_Stitch.tif,2533,8153,3.219,0.473,255,820.772,YES,,1-10,70,1910,MUT,Female
9.11.23_P1_D,9.11.23,9.17.23,P1,D,NO,120 threshold,Contralateral,P1_D_911.23_Rb_pS129_Stitch.tif,591,1199,2.029,0.085,255,517.335,YES,,1-10,70,1910,MUT,Female
9.11.23_P1_D,9.11.23,9.17.23,P1,D,NO,120 threshold,Ipsilateral,P1_D_911.23_Rb_pS129_Stitch.tif,4246,46130,10.864,2.678,255,2770.407,YES,,0-Inf,70,1910,MUT,Female
9.11.23_P1_D,9.11.23,9.17.23,P1,D,NO,120 threshold,Contralateral,P1_D_911.23_Rb_pS129_Stitch.tif,712,3370,4.733,0.239,255,1206.952,YES,,0-Inf,70,1910,MUT,Female
9.11.23_P1_D,9.11.23,9.17.23,P1,D,NO,120 threshold,Ipsilateral,P1_D_911.23_Rb_pS129_Stitch.tif,845,5725,6.775,0.332,255,1727.663,YES,,3.5-10,70,1910,MUT,Female
9.11.23_P1_D,9.11.23,9.17.23,P1,D,NO,120 threshold,Contralateral,P1_D_911.23_Rb_pS129_Stitch.tif,84,509,6.06,0.036,255,1545.179,YES,,3.5-10,70,1910,MUT,Female
9.11.23_P1_F,9.11.23,9.17.23,P1,F,NO,120 threshold,Ipsilateral,P1_F_911.23_Rb_pS129_Stitch-1.tif,1929,4931,2.556,0.336,255,651.843,YES,,1-10,70,1943,HET,Male
9.11.23_P1_F,9.11.23,9.17.23,P1,F,NO,120 threshold,Ipsilateral,P1_F_911.23_Rb_pS129_Stitch-1.tif,3101,34270,11.051,2.333,255,2818.075,YES,,0-Inf,70,1943,HET,Male
9.11.23_P1_F,9.11.23,9.17.23,P1,F,NO,120 threshold,Ipsilateral,P1_F_911.23_Rb_pS129_Stitch-1.tif,433,2843,6.566,0.194,255,1674.284,YES,,3.5-10,70,1943,HET,Male
9.11.23_P2_A,9.11.23,9.17.23,P2,A,NO,100 threshold,Ipsilateral,P2_A_91123_Rb_pS129_Stitch.tif,786,2414,3.071,0.225,255,783.168,YES,,1-10,70,1937,WT,Male
9.11.23_P2_A,9.11.23,9.17.23,P2,A,NO,100 threshold,Contralateral,P2_A_91123_Rb_pS129_Stitch.tif,1115,1638,1.469,0.104,255,374.61,YES,,1-10,70,1937,WT,Male
9.11.23_P2_A,9.11.23,9.17.23,P2,A,NO,100 threshold,Ipsilateral,P2_A_91123_Rb_pS129_Stitch.tif,1086,8165,7.518,0.76,255,1917.196,YES,,0-Inf,70,1937,WT,Male
9.11.23_P2_A,9.11.23,9.17.23,P2,A,NO,100 threshold,Contralateral,P2_A_91123_Rb_pS129_Stitch.tif,1191,3157,2.651,0.2,255,675.932,YES,,0-Inf,70,1937,WT,Male
9.11.23_P2_A,9.11.23,9.17.23,P2,A,NO,100 threshold,Ipsilateral,P2_A_91123_Rb_pS129_Stitch.tif,239,1578,6.603,0.147,255,1683.64,YES,,3.5-10,70,1937,WT,Male
9.11.23_P2_A,9.11.23,9.17.23,P2,A,NO,100 threshold,Contralateral,P2_A_91123_Rb_pS129_Stitch.tif,74,423,5.716,0.027,255,1457.635,YES,,3.5-10,70,1937,WT,Male
9.11.23_P2_E,9.11.23,9.17.23,P2,E,NO,120 threshold,Ipsilateral,P2_E_911.23_Rb_pS129_Stitch.tif,514,1776,3.455,0.186,255,881.089,YES,,1-10,70,1945,HET,Male
9.11.23_P2_E,9.11.23,9.17.23,P2,E,NO,120 threshold,Contralateral,P2_E_911.23_Rb_pS129_Stitch.tif,64,137,2.141,0.015,255,545.859,YES,,1-10,70,1945,HET,Male
9.11.23_P2_E,9.11.23,9.17.23,P2,E,NO,120 threshold,Ipsilateral,P2_E_911.23_Rb_pS129_Stitch.tif,876,8719,9.953,0.912,255,2538.065,YES,,0-Inf,70,1945,HET,Male
9.11.23_P2_E,9.11.23,9.17.23,P2,E,NO,120 threshold,Contralateral,P2_E_911.23_Rb_pS129_Stitch.tif,82,451,5.5,0.048,255,1402.5,YES,,0-Inf,70,1945,HET,Male
9.11.23_P2_E,9.11.23,9.17.23,P2,E,NO,120 threshold,Ipsilateral,P2_E_911.23_Rb_pS129_Stitch.tif,188,1279,6.803,0.134,255,1734.814,YES,,3.5-10,70,1945,HET,Male
9.11.23_P2_E,9.11.23,9.17.23,P2,E,NO,120 threshold,Contralateral,P2_E_911.23_Rb_pS129_Stitch.tif,9,56,6.222,0.006,255,1586.667,YES,,3.5-10,70,1945,HET,Male
